Variant;Woonplaats;Woonplaatscode;Gemeente;Gemeente_code;Provincie;Provincie_code;Landsdeel;Landsdeel_code
sheer abtskerke;'s-Heer Abtskerke;1264;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
's-heerenhoek;'s-Heerenhoek;1265;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
s heerenhoek;'s-Heerenhoek;1265;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
sheerenhoek;'s-Heerenhoek;1265;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
baarland;Baarland;1251;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
borsele;Borsele;;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
borssele;Borssele;1252;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
driewegen;Driewegen;1253;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
ellewoutsdijk;Ellewoutsdijk;1254;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
ellewoutsdyk;Ellewoutsdijk;1254;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
heinkenszand;Heinkenszand;1255;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
hoedekenskerke;Hoedekenskerke;1256;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
kwadendamme;Kwadendamme;1257;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
lewedorp;Lewedorp;1258;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
nieuwdorp;Nieuwdorp;1259;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
nisse;Nisse;1260;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
oudelande;Oudelande;1261;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
ovezande;Ovezande;1262;Borsele;GM0654;Zeeland;PV29;West-Nederland;LD03
beugen;Beugen;1214;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
boxmeer;Boxmeer;1215;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
groeningen;Groeningen;1216;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
holthees;Holthees;1217;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
maashees;Maashees;1218;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
oeffelt;Oeffelt;1219;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
overloon;Overloon;1220;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
rijkevoort;Rijkevoort;1221;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
rykevoort;Rijkevoort;1221;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
sambeek;Sambeek;1222;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
vierlingsbeek;Vierlingsbeek;1223;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
vortum-mullem;Vortum-Mullem;1224;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
vortum mullem;Vortum-Mullem;1224;Boxmeer;GM0756;Noord-Brabant;PV30;Zuid-Nederland;LD04
boxtel;Boxtel;2439;Boxtel;GM0757;Noord-Brabant;PV30;Zuid-Nederland;LD04
liempde;Liempde;2440;Boxtel;GM0757;Noord-Brabant;PV30;Zuid-Nederland;LD04
bavel;Bavel;1703;Breda;GM0758;Noord-Brabant;PV30;Zuid-Nederland;LD04
breda;Breda;1702;Breda;GM0758;Noord-Brabant;PV30;Zuid-Nederland;LD04
prinsenbeek;Prinsenbeek;1705;Breda;GM0758;Noord-Brabant;PV30;Zuid-Nederland;LD04
teteringen;Teteringen;1706;Breda;GM0758;Noord-Brabant;PV30;Zuid-Nederland;LD04
ulvenhout;Ulvenhout;1704;Breda;GM0758;Noord-Brabant;PV30;Zuid-Nederland;LD04
brielle;Brielle;2368;Brielle;GM0501;Zuid-Holland;PV28;West-Nederland;LD03
vierpolders;Vierpolders;2369;Brielle;GM0501;Zuid-Holland;PV28;West-Nederland;LD03
zwartewaal;Zwartewaal;2370;Brielle;GM0501;Zuid-Holland;PV28;West-Nederland;LD03
baak;Baak;1527;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
bronckhorst;Bronckhorst;;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
bronkhorst;Bronkhorst;1530;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
drempt;Drempt;1520;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
halle;Halle;3575;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
hengelo (gld);Hengelo (Gld);1535;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
hengelo gld;Hengelo (Gld);1535;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
hoog-keppel;Hoog-Keppel;1521;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
hoog keppel;Hoog-Keppel;1521;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
hummelo;Hummelo;1523;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
keijenborg;Keijenborg;1536;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
keyenborg;Keijenborg;1536;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
laag-keppel;Laag-Keppel;1522;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
laag keppel;Laag-Keppel;1522;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
olburgen;Olburgen;1529;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
rha;Rha;1528;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
steenderen;Steenderen;1526;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
toldijk;Toldijk;1531;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
toldyk;Toldijk;1531;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
vierakker;Vierakker;1532;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
vorden;Vorden;3573;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
wichmond;Wichmond;3572;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
zelhem;Zelhem;3574;Bronckhorst;GM1876;Gelderland;PV25;Oost-Nederland;LD02
brummen;Brummen;1111;Brummen;GM0213;Gelderland;PV25;Oost-Nederland;LD02
eerbeek;Eerbeek;1114;Brummen;GM0213;Gelderland;PV25;Oost-Nederland;LD02
empe;Empe;1109;Brummen;GM0213;Gelderland;PV25;Oost-Nederland;LD02
hall;Hall;1113;Brummen;GM0213;Gelderland;PV25;Oost-Nederland;LD02
leuvenheim;Leuvenheim;1112;Brummen;GM0213;Gelderland;PV25;Oost-Nederland;LD02
tonden;Tonden;1110;Brummen;GM0213;Gelderland;PV25;Oost-Nederland;LD02
brunssum;Brunssum;2849;Brunssum;GM0899;Limburg;PV31;Zuid-Nederland;LD04
bunnik;Bunnik;2603;Bunnik;GM0312;Utrecht;PV26;West-Nederland;LD03
odijk;Odijk;2604;Bunnik;GM0312;Utrecht;PV26;West-Nederland;LD03
odyk;Odijk;2604;Bunnik;GM0312;Utrecht;PV26;West-Nederland;LD03
werkhoven;Werkhoven;2605;Bunnik;GM0312;Utrecht;PV26;West-Nederland;LD03
bunschoten;Bunschoten;;Bunschoten;GM0313;Utrecht;PV26;West-Nederland;LD03
bunschoten-spakenburg;Bunschoten-Spakenburg;2237;Bunschoten;GM0313;Utrecht;PV26;West-Nederland;LD03
bunschoten spakenburg;Bunschoten-Spakenburg;2237;Bunschoten;GM0313;Utrecht;PV26;West-Nederland;LD03
eemdijk;Eemdijk;2238;Bunschoten;GM0313;Utrecht;PV26;West-Nederland;LD03
eemdyk;Eemdijk;2238;Bunschoten;GM0313;Utrecht;PV26;West-Nederland;LD03
asch;Asch;3370;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
beusichem;Beusichem;3371;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
buren;Buren;3372;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
eck en wiel;Eck en Wiel;3374;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
eck & wiel;Eck en Wiel;3374;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
eck&wiel;Eck en Wiel;3374;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
erichem;Erichem;3375;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
ingen;Ingen;3376;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
kapel-avezaath;Kapel-Avezaath;3377;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
kapel avezaath;Kapel-Avezaath;3377;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
kerk-avezaath;Kerk-Avezaath;3378;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
kerk avezaath;Kerk-Avezaath;3378;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
lienden;Lienden;3379;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
maurik;Maurik;3380;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
ommeren;Ommeren;3381;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
ravenswaaij;Ravenswaaij;3382;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
ravenswaay;Ravenswaaij;3382;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
rijswijk (gld);Rijswijk (GLD);3383;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
ryswyk (gld);Rijswijk (GLD);3383;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
rijswijk gld;Rijswijk (GLD);3383;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
ryswyk gld;Rijswijk (GLD);3383;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
rijswijck (gld);Rijswijk (GLD);3383;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
rijswijck gld;Rijswijk (GLD);3383;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
zoelen;Zoelen;3384;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
zoelmond;Zoelmond;3385;Buren;GM0214;Gelderland;PV25;Oost-Nederland;LD02
bussum;Bussum;1331;Bussum;GM0381;Noord-Holland;PV27;West-Nederland;LD03
capelle aan den ijssel;Capelle aan den IJssel;1105;Capelle aan den IJssel;GM0502;Zuid-Holland;PV28;West-Nederland;LD03
capelle aan den yssel;Capelle aan den IJssel;1105;Capelle aan den IJssel;GM0502;Zuid-Holland;PV28;West-Nederland;LD03
capelle ad ijssel;Capelle aan den IJssel;1105;Capelle aan den IJssel;GM0502;Zuid-Holland;PV28;West-Nederland;LD03
capelle ad yssel;Capelle aan den IJssel;1105;Capelle aan den IJssel;GM0502;Zuid-Holland;PV28;West-Nederland;LD03
capelle a/d ijssel;Capelle aan den IJssel;1105;Capelle aan den IJssel;GM0502;Zuid-Holland;PV28;West-Nederland;LD03
capelle a/d yssel;Capelle aan den IJssel;1105;Capelle aan den IJssel;GM0502;Zuid-Holland;PV28;West-Nederland;LD03
akersloot;Akersloot;2267;Castricum;GM0383;Noord-Holland;PV27;West-Nederland;LD03
castricum;Castricum;2268;Castricum;GM0383;Noord-Holland;PV27;West-Nederland;LD03
limmen;Limmen;2270;Castricum;GM0383;Noord-Holland;PV27;West-Nederland;LD03
de woude;de Woude;2269;Castricum;GM0383;Noord-Holland;PV27;West-Nederland;LD03
't haantje;'t Haantje;2164;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
t haantje;'t Haantje;2164;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
het haantje;'t Haantje;2164;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
aalden;Aalden;2145;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
benneveld;Benneveld;2146;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
coevorden;Coevorden;2147;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
dalen;Dalen;2148;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
dalerpeel;Dalerpeel;2149;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
dalerveen;Dalerveen;2150;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
de kiel;De Kiel;2151;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
diphoorn;Diphoorn;2152;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
erm;Erm;2153;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
gees;Gees;2154;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
geesbrug;Geesbrug;2155;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
holsloot;Holsloot;2156;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
meppen;Meppen;2157;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
nieuwlande coevorden;Nieuwlande Coevorden;2158;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
noord-sleen;Noord-Sleen;2159;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
noord sleen;Noord-Sleen;2159;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
oosterhesselen;Oosterhesselen;2160;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
schoonoord;Schoonoord;2161;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
sleen;Sleen;2162;Coevorden;GM0109;Drenthe;PV22;Noord-Nederland;LD01
